RestaurantID,CategoryID,TimeID,PaymentMethod,TransportMode,TotalRevenue,TotalDeliveryTime,NumberOfDeliveries
3,1,155,Credit card,Scooter,64.3,25,4
2,1,371,Cash,Car,10.9,7,2
0,4,21,Bancomat,Bike,70.8,22,5
0,4,214,Bancomat,Scooter,145.5,52,9
2,1,409,Satispay,Bike,35.5,14,2
2,1,104,Bancomat,Scooter,132.6,45,13
2,1,429,Credit card,Bike,87.5,29,5
3,1,825,Bancomat,Scooter,13.4,7,1
2,1,337,Credit card,Bike,93.4,26,14
3,1,723,Credit card,Scooter,67.8,26,6
1,0,578,Credit card,Bike,105.6,32,13
3,1,468,Satispay,Car,114.0,39,7
4,1,614,Cash,Scooter,166.1,43,18
4,1,84,Satispay,Scooter,89.9,30,15
0,4,624,Credit card,Bike,197.4,47,27
1,0,622,Bancomat,Scooter,189.3,44,19
0,4,505,Bancomat,Scooter,103.1,28,6
4,1,831,Cash,Bike,198.4,51,30
4,1,939,Credit card,Bike,46.8,18,5
2,1,924,Cash,Bike,159.0,48,26
4,1,149,Credit card,Bike,170.9,58,23
3,1,744,Bancomat,Bike,35.2,16,6
2,1,137,Satispay,Bike,69.1,20,11
2,1,583,Credit card,Scooter,124.2,39,11
2,1,701,Credit card,Scooter,128.4,33,9
2,1,751,Credit card,Scooter,69.7,19,5
0,4,904,Bancomat,Scooter,157.4,45,9
3,1,498,Credit card,Scooter,62.3,17,10
1,0,502,Bancomat,Scooter,127.2,32,22
4,1,698,Satispay,Car,12.6,8,2
2,1,527,Credit card,Bike,12.6,8,1
4,1,849,Cash,Bike,66.4,19,9
4,1,670,Bancomat,Bike,147.4,38,20
4,1,397,Credit card,Bike,167.6,47,14
2,1,812,Credit card,Scooter,39.2,13,5
1,0,867,Bancomat,Scooter,137.6,36,8
2,1,564,Satispay,Car,19.8,9,1
0,4,844,Credit card,Scooter,156.9,40,22
4,1,815,Credit card,Bike,132.9,45,15
0,4,238,Satispay,Bike,71.5,19,4
3,1,723,Cash,Bike,101.0,36,12
0,4,2,Credit card,Scooter,148.6,53,17
4,1,557,Cash,Car,35.7,13,6
0,4,179,Cash,Scooter,165.9,57,26
3,1,609,Bancomat,Scooter,116.9,33,19
1,0,921,Cash,Scooter,51.3,17,9
0,4,498,Cash,Bike,70.5,19,4
2,1,610,Bancomat,Bike,125.9,34,10
2,1,967,Credit card,Car,171.7,42,28
1,0,962,Bancomat,Bike,48.8,15,3
4,1,116,Cash,Scooter,55.0,23,8
4,1,211,Credit card,Bike,71.6,25,7
1,0,643,Credit card,Car,61.9,18,10
2,1,762,Bancomat,Bike,187.8,48,12
3,1,123,Credit card,Car,83.0,28,7
0,4,749,Credit card,Car,91.2,32,10
4,1,208,Bancomat,Bike,168.3,51,24
0,4,295,Bancomat,Scooter,39.4,16,5
3,1,186,Bancomat,Scooter,42.6,17,7
0,4,224,Credit card,Bike,169.6,51,20
2,1,718,Bancomat,Bike,173.6,61,11
3,1,592,Cash,Scooter,119.1,40,8
4,1,784,Credit card,Scooter,97.1,28,5
2,1,245,Bancomat,Scooter,52.3,22,4
0,4,970,Credit card,Bike,30.1,12,3
4,1,239,Bancomat,Scooter,58.6,24,8
0,4,399,Credit card,Bike,144.9,35,8
1,0,982,Bancomat,Bike,186.7,56,13
2,1,344,Bancomat,Bike,103.7,37,8
2,1,681,Bancomat,Bike,26.9,10,5
1,0,776,Bancomat,Scooter,165.2,48,20
4,1,950,Credit card,Bike,18.3,8,4
0,4,886,Credit card,Scooter,110.8,40,14
1,0,470,Credit card,Bike,29.2,10,2
1,0,795,Credit card,Bike,14.0,8,3
4,1,379,Credit card,Car,147.5,53,15
3,1,411,Bancomat,Bike,127.8,33,12
3,1,851,Cash,Bike,87.8,30,5
3,1,535,Bancomat,Scooter,166.9,42,21
2,1,599,Cash,Bike,111.8,40,9
1,0,460,Credit card,Scooter,109.8,28,16
0,4,192,Credit card,Bike,188.0,47,30
4,1,79,Bancomat,Bike,10.9,8,2
2,1,332,Credit card,Scooter,144.2,46,24
0,4,237,Credit card,Scooter,111.1,36,12
1,0,646,Cash,Scooter,85.7,24,10
0,4,815,Bancomat,Bike,133.0,43,9
2,1,387,Credit card,Bike,169.8,49,12
2,1,742,Credit card,Scooter,200.0,48,32
1,0,830,Bancomat,Scooter,190.8,54,14
2,1,254,Credit card,Car,148.4,53,13
4,1,476,Credit card,Bike,195.3,56,17
3,1,354,Credit card,Bike,188.8,66,30
3,1,650,Credit card,Car,179.6,53,17
0,4,121,Cash,Scooter,18.5,8,1
1,0,869,Bancomat,Bike,187.4,58,14
0,4,469,Credit card,Bike,67.3,18,9
4,1,419,Satispay,Scooter,120.9,40,11
2,1,786,Credit card,Scooter,104.0,35,13
2,1,893,Credit card,Bike,79.6,22,13
2,1,636,Credit card,Bike,135.8,36,21
0,4,768,Credit card,Scooter,45.2,16,4
3,1,774,Bancomat,Bike,118.5,35,7
2,1,611,Bancomat,Bike,39.9,17,4
1,0,173,Bancomat,Scooter,132.9,44,7
4,1,865,Cash,Scooter,162.4,42,23
1,0,442,Cash,Bike,143.5,45,15
1,0,857,Satispay,Scooter,40.9,17,6
3,1,773,Cash,Bike,29.2,12,4
3,1,119,Credit card,Scooter,162.4,58,15
1,0,925,Bancomat,Bike,17.2,9,1
1,0,473,Credit card,Bike,86.8,32,13
0,4,904,Cash,Bike,54.8,18,7
1,0,443,Credit card,Scooter,138.8,43,12
2,1,180,Credit card,Car,138.7,45,21
2,1,265,Bancomat,Car,162.2,56,15
4,1,854,Cash,Car,13.7,8,3
2,1,901,Satispay,Car,143.6,51,11
1,0,78,Bancomat,Bike,185.0,62,31
1,0,558,Credit card,Scooter,123.7,37,8
3,1,134,Credit card,Bike,21.1,11,2
0,4,472,Bancomat,Bike,111.9,32,15
1,0,237,Credit card,Scooter,27.2,13,3
4,1,427,Cash,Bike,63.4,25,10
3,1,204,Cash,Car,184.7,61,17
2,1,652,Credit card,Bike,57.3,18,6
4,1,201,Cash,Scooter,123.1,35,20
3,1,815,Bancomat,Bike,187.6,55,27
3,1,859,Bancomat,Scooter,162.3,46,11
1,0,509,Credit card,Scooter,75.5,28,8
2,1,544,Credit card,Car,25.0,13,4
1,0,570,Satispay,Bike,144.1,44,24
4,1,744,Credit card,Bike,95.2,27,10
1,0,897,Credit card,Bike,94.3,26,9
4,1,457,Bancomat,Bike,72.8,19,12
1,0,152,Credit card,Bike,171.6,59,27
0,4,174,Credit card,Bike,145.4,39,12
4,1,699,Credit card,Scooter,18.2,8,2
2,1,163,Bancomat,Bike,54.8,18,6
0,4,197,Credit card,Bike,169.4,60,28
3,1,695,Credit card,Car,120.8,45,19
0,4,515,Satispay,Bike,18.9,8,1
3,1,653,Credit card,Bike,106.0,26,6
0,4,161,Credit card,Bike,142.5,35,23
1,0,909,Bancomat,Bike,82.0,24,12
3,1,368,Bancomat,Car,161.3,40,12
4,1,366,Bancomat,Scooter,137.6,38,18
2,1,399,Satispay,Scooter,28.4,11,3
3,1,186,Cash,Bike,186.4,57,14
2,1,205,Credit card,Scooter,33.9,14,5
2,1,595,Bancomat,Scooter,32.2,15,3
3,1,263,Credit card,Bike,125.2,41,8
3,1,416,Cash,Bike,39.9,13,7
0,4,111,Credit card,Scooter,168.0,61,19
2,1,693,Credit card,Bike,12.5,8,3
1,0,974,Bancomat,Bike,97.0,35,12
2,1,665,Bancomat,Scooter,18.1,9,1
1,0,317,Bancomat,Bike,96.4,30,14
2,1,9,Cash,Scooter,39.2,18,4
3,1,435,Bancomat,Car,185.6,59,25
2,1,890,Satispay,Scooter,66.5,18,7
4,1,943,Credit card,Car,112.7,34,11
2,1,280,Credit card,Scooter,145.4,49,20
2,1,562,Cash,Scooter,123.1,42,7
1,0,441,Bancomat,Scooter,74.2,24,5
1,0,490,Cash,Bike,40.4,13,7
2,1,313,Credit card,Bike,100.0,33,15
0,4,133,Credit card,Bike,151.8,45,10
3,1,323,Cash,Scooter,127.0,33,21
1,0,898,Credit card,Bike,89.2,28,14
0,4,376,Credit card,Bike,93.1,25,11
3,1,769,Credit card,Scooter,154.5,47,18
2,1,371,Cash,Scooter,147.7,49,21
3,1,737,Bancomat,Bike,197.8,49,33
4,1,84,Credit card,Scooter,15.7,10,2
4,1,564,Satispay,Scooter,179.9,43,21
0,4,77,Credit card,Car,108.4,38,7
2,1,293,Cash,Scooter,34.1,15,4
2,1,887,Satispay,Bike,174.8,52,14
4,1,239,Credit card,Bike,184.5,43,28
1,0,699,Cash,Bike,159.7,44,24
0,4,456,Credit card,Car,182.0,55,16
1,0,627,Credit card,Scooter,190.6,56,12
1,0,994,Credit card,Car,132.9,42,20
1,0,705,Credit card,Scooter,14.8,9,1
2,1,377,Satispay,Bike,33.4,15,2
1,0,278,Credit card,Car,151.6,43,15
0,4,730,Credit card,Car,111.8,36,18
4,1,947,Bancomat,Scooter,20.9,11,4
0,4,267,Bancomat,Bike,177.9,62,16
3,1,947,Credit card,Scooter,13.6,7,2
4,1,370,Bancomat,Bike,172.9,41,27
1,0,428,Credit card,Bike,102.2,29,10
4,1,528,Bancomat,Car,25.7,11,3
0,4,592,Cash,Bike,66.6,25,8
4,1,907,Credit card,Car,176.8,47,26
1,0,713,Credit card,Scooter,23.3,12,2
4,1,752,Credit card,Scooter,134.6,42,9
0,4,568,Credit card,Scooter,126.5,40,17
3,1,446,Cash,Bike,36.6,15,2
4,1,146,Credit card,Car,186.2,43,32
4,1,389,Cash,Scooter,152.7,45,15
4,1,910,Bancomat,Scooter,98.3,30,16
1,0,269,Cash,Bike,44.6,17,7
2,1,429,Satispay,Scooter,115.6,39,14
3,1,59,Cash,Scooter,116.9,37,18
1,0,72,Cash,Bike,143.9,33,19
1,0,463,Cash,Scooter,159.9,53,10
0,4,758,Satispay,Bike,137.5,32,21
0,4,713,Credit card,Scooter,153.4,37,26
4,1,658,Credit card,Bike,75.4,24,6
2,1,955,Bancomat,Bike,37.2,16,5
3,1,787,Cash,Scooter,142.7,35,12
4,1,511,Bancomat,Bike,127.1,44,20
3,1,91,Cash,Bike,143.6,36,11
4,1,850,Bancomat,Scooter,122.7,44,9
0,4,790,Cash,Bike,32.7,13,5
4,1,253,Cash,Bike,102.8,25,7
3,1,923,Credit card,Scooter,174.1,56,28
4,1,621,Credit card,Car,97.4,25,8
2,1,59,Bancomat,Bike,176.0,47,10
1,0,808,Bancomat,Scooter,146.8,44,24
0,4,454,Cash,Car,169.4,53,10
1,0,439,Satispay,Bike,186.8,48,28
3,1,800,Satispay,Scooter,149.6,49,25
1,0,773,Credit card,Scooter,198.1,53,19
3,1,532,Credit card,Bike,55.7,17,7
1,0,928,Cash,Car,190.7,46,11
3,1,854,Bancomat,Bike,79.6,26,4
1,0,41,Credit card,Bike,182.6,62,10
0,4,549,Satispay,Scooter,121.0,34,17
0,4,986,Credit card,Scooter,17.9,10,1
1,0,517,Bancomat,Bike,68.5,27,10
0,4,573,Cash,Scooter,45.8,14,3
4,1,133,Credit card,Scooter,185.5,50,14
4,1,944,Bancomat,Bike,66.8,20,6
4,1,335,Bancomat,Bike,79.8,26,9
3,1,281,Satispay,Scooter,198.1,63,18
2,1,438,Cash,Car,169.5,38,18
0,4,773,Satispay,Car,57.4,21,6
1,0,628,Credit card,Car,94.0,28,13
1,0,136,Credit card,Scooter,51.8,21,4
3,1,504,Credit card,Bike,179.7,49,11
2,1,861,Credit card,Bike,13.4,8,2
1,0,794,Bancomat,Car,35.1,16,3
4,1,269,Satispay,Bike,73.2,27,10
3,1,420,Cash,Bike,68.8,23,12
1,0,711,Satispay,Scooter,22.3,11,3
0,4,930,Satispay,Bike,47.5,17,8
3,1,660,Bancomat,Scooter,123.0,34,7
2,1,513,Cash,Bike,185.6,59,10
0,4,246,Cash,Scooter,91.8,31,12
3,1,388,Cash,Scooter,23.9,11,3
1,0,761,Credit card,Bike,190.7,68,11
0,4,288,Credit card,Bike,53.5,17,4
1,0,468,Cash,Scooter,85.0,28,10
0,4,451,Credit card,Car,70.5,21,10
4,1,897,Cash,Bike,195.0,65,22
0,4,544,Bancomat,Bike,85.0,32,15
0,4,701,Satispay,Scooter,136.7,33,16
2,1,83,Credit card,Bike,54.4,15,8
1,0,796,Cash,Scooter,16.2,9,3
4,1,612,Credit card,Scooter,16.2,8,1
1,0,153,Credit card,Scooter,195.4,48,20
2,1,380,Bancomat,Scooter,22.8,10,3
0,4,852,Satispay,Bike,43.6,16,8
2,1,75,Credit card,Bike,45.9,15,8
0,4,22,Cash,Scooter,143.0,51,8
3,1,587,Satispay,Scooter,196.4,50,28
3,1,762,Credit card,Bike,112.7,36,11
0,4,300,Bancomat,Scooter,162.5,41,14
2,1,279,Credit card,Bike,166.8,58,23
4,1,943,Bancomat,Scooter,47.5,16,5
3,1,953,Bancomat,Scooter,157.7,46,25
0,4,213,Cash,Bike,86.5,26,11
1,0,448,Credit card,Scooter,56.1,18,5
1,0,478,Bancomat,Scooter,173.0,46,29
3,1,126,Credit card,Bike,167.1,45,28
4,1,208,Credit card,Scooter,33.6,16,6
2,1,407,Credit card,Scooter,106.6,32,11
1,0,261,Cash,Scooter,31.8,13,3
4,1,495,Credit card,Car,76.1,25,11
0,4,829,Bancomat,Bike,182.5,58,26
3,1,750,Bancomat,Car,59.7,23,9
0,4,111,Cash,Scooter,168.9,46,9
0,4,203,Credit card,Car,40.4,15,5
2,1,608,Credit card,Scooter,58.5,18,5
2,1,695,Credit card,Bike,124.6,45,13
4,1,641,Credit card,Bike,146.8,43,8
1,0,387,Satispay,Scooter,42.8,16,6
3,1,765,Credit card,Bike,90.1,25,7
4,1,884,Cash,Bike,64.8,20,7
0,4,922,Bancomat,Car,190.8,45,16
2,1,70,Credit card,Bike,18.1,11,2
0,4,83,Credit card,Scooter,76.7,21,9
2,1,875,Cash,Scooter,26.4,11,3
4,1,680,Bancomat,Bike,52.9,22,7
2,1,306,Satispay,Scooter,36.3,16,4
0,4,996,Bancomat,Bike,150.2,51,10
3,1,805,Bancomat,Car,183.2,52,29
2,1,331,Credit card,Car,88.6,24,7
1,0,650,Cash,Scooter,152.0,39,14
3,1,118,Credit card,Scooter,18.4,8,3
4,1,275,Credit card,Bike,98.5,35,14
1,0,823,Cash,Scooter,121.0,35,13
2,1,964,Credit card,Scooter,174.7,53,16
4,1,676,Bancomat,Bike,23.6,12,2
4,1,285,Bancomat,Bike,28.4,11,5
1,0,838,Cash,Scooter,156.0,39,27
4,1,880,Satispay,Bike,62.5,23,5
1,0,642,Bancomat,Scooter,58.3,20,7
3,1,343,Credit card,Scooter,22.5,9,2
0,4,146,Bancomat,Bike,177.3,45,16
4,1,951,Bancomat,Car,132.7,43,14
1,0,22,Satispay,Car,23.1,10,3
4,1,765,Satispay,Bike,70.2,28,9
3,1,555,Cash,Bike,63.6,23,10
0,4,291,Cash,Scooter,162.9,58,26
2,1,883,Credit card,Car,189.6,65,11
0,4,543,Bancomat,Scooter,140.9,38,22
4,1,873,Credit card,Scooter,12.4,9,3
0,4,953,Satispay,Bike,167.6,57,25
2,1,474,Credit card,Bike,86.7,22,12
3,1,4,Bancomat,Bike,137.7,50,11
1,0,906,Credit card,Bike,160.3,47,14
3,1,474,Credit card,Scooter,35.4,15,3
4,1,648,Satispay,Scooter,72.8,25,4
3,1,43,Cash,Car,168.6,52,13
3,1,594,Credit card,Scooter,132.9,40,7
3,1,138,Credit card,Bike,114.1,40,11
3,1,341,Cash,Bike,148.5,35,20
0,4,221,Cash,Bike,51.5,22,4
0,4,348,Credit card,Bike,176.8,59,30
1,0,296,Bancomat,Scooter,108.9,37,10
4,1,295,Cash,Scooter,135.3,40,12
1,0,298,Credit card,Bike,168.9,43,21
3,1,599,Bancomat,Scooter,154.0,52,19
0,4,235,Bancomat,Scooter,169.4,53,20
0,4,227,Credit card,Car,82.3,23,9
0,4,514,Satispay,Bike,65.3,18,11
3,1,329,Bancomat,Bike,175.2,41,24
3,1,234,Cash,Scooter,70.6,28,10
0,4,319,Bancomat,Car,185.9,64,26
1,0,532,Credit card,Scooter,158.9,53,26
1,0,388,Cash,Car,43.6,19,7
2,1,502,Satispay,Scooter,106.3,40,11
2,1,584,Credit card,Scooter,16.4,9,1
3,1,260,Satispay,Bike,37.4,16,3
1,0,190,Cash,Bike,100.4,38,13
3,1,582,Bancomat,Scooter,82.1,29,9
2,1,953,Cash,Bike,32.1,13,3
3,1,958,Credit card,Bike,127.7,45,16
2,1,929,Credit card,Bike,79.0,31,5
3,1,459,Credit card,Scooter,20.1,10,2
0,4,171,Credit card,Bike,18.7,9,2
4,1,338,Satispay,Scooter,26.2,11,3
0,4,163,Credit card,Bike,75.1,20,8
4,1,847,Cash,Bike,48.6,17,5
0,4,491,Credit card,Scooter,196.7,70,14
3,1,993,Credit card,Bike,39.8,15,6
4,1,619,Bancomat,Bike,145.3,45,18
3,1,731,Cash,Scooter,120.2,45,11
4,1,489,Cash,Bike,73.8,28,11
0,4,756,Credit card,Bike,103.7,34,7
4,1,333,Credit card,Bike,134.7,40,7
3,1,409,Cash,Scooter,86.8,27,12
0,4,278,Credit card,Car,14.0,7,3
4,1,716,Credit card,Car,144.6,44,23
3,1,661,Credit card,Bike,101.9,37,8
2,1,870,Bancomat,Scooter,16.5,8,2
0,4,924,Bancomat,Scooter,157.4,47,18
2,1,709,Satispay,Bike,123.0,29,13
4,1,598,Credit card,Bike,90.1,35,12
3,1,802,Credit card,Car,40.6,15,3
0,4,256,Credit card,Scooter,184.6,42,12
0,4,55,Cash,Bike,52.1,17,5
3,1,589,Bancomat,Scooter,22.8,9,2
3,1,403,Satispay,Bike,104.1,37,8
4,1,363,Credit card,Bike,196.8,60,24
1,0,379,Satispay,Bike,124.7,30,21
1,0,680,Credit card,Scooter,96.8,36,11
3,1,715,Bancomat,Bike,50.4,20,5
2,1,340,Cash,Bike,90.4,26,16
1,0,581,Credit card,Bike,34.7,15,3
0,4,750,Credit card,Car,42.4,19,3
2,1,830,Bancomat,Bike,16.6,10,1
4,1,62,Credit card,Scooter,150.5,35,12
1,0,258,Satispay,Scooter,92.2,26,7
4,1,451,Credit card,Scooter,40.0,16,6
0,4,548,Bancomat,Bike,54.9,17,6
0,4,695,Cash,Scooter,141.5,39,15
4,1,4,Bancomat,Scooter,65.3,24,7
2,1,77,Satispay,Scooter,158.6,45,19
0,4,447,Cash,Scooter,76.0,23,6
3,1,237,Satispay,Car,132.2,42,15
1,0,964,Credit card,Car,120.0,42,13
4,1,381,Bancomat,Bike,140.5,50,15
2,1,319,Credit card,Scooter,175.3,52,16
4,1,23,Bancomat,Scooter,115.1,43,17
2,1,898,Cash,Bike,167.8,60,21
3,1,426,Credit card,Scooter,116.9,40,12
3,1,976,Bancomat,Scooter,173.6,49,13
1,0,489,Cash,Bike,22.0,12,4
1,0,937,Satispay,Scooter,33.0,15,4
2,1,627,Credit card,Scooter,41.3,14,4
0,4,664,Credit card,Bike,81.3,32,10
0,4,454,Cash,Bike,52.9,20,3
1,0,32,Credit card,Bike,73.9,21,12
3,1,679,Credit card,Scooter,52.5,16,7
4,1,413,Credit card,Bike,151.2,51,11
0,4,579,Satispay,Bike,126.7,36,17
2,1,731,Satispay,Bike,128.1,35,8
0,4,308,Bancomat,Bike,190.8,58,25
1,0,733,Credit card,Bike,135.5,48,18
4,1,516,Satispay,Bike,94.6,25,10
4,1,794,Bancomat,Bike,44.0,15,8
4,1,404,Satispay,Car,196.6,63,12
3,1,949,Satispay,Scooter,114.1,28,19
2,1,876,Bancomat,Scooter,168.3,41,18
1,0,815,Credit card,Bike,55.9,17,3
4,1,635,Bancomat,Bike,39.7,14,3
2,1,454,Bancomat,Car,29.4,11,5
0,4,132,Credit card,Scooter,129.1,36,11
1,0,478,Cash,Bike,128.3,31,12
2,1,510,Credit card,Car,137.3,50,19
0,4,919,Bancomat,Scooter,132.4,33,12
0,4,548,Satispay,Bike,173.7,53,27
0,4,121,Bancomat,Scooter,87.1,33,14
2,1,203,Credit card,Bike,82.4,26,8
3,1,179,Bancomat,Bike,62.7,22,4
0,4,958,Satispay,Bike,100.2,26,9
4,1,543,Bancomat,Car,10.8,7,1
1,0,307,Satispay,Scooter,16.6,9,1
0,4,825,Credit card,Car,36.7,15,3
0,4,287,Satispay,Bike,21.5,11,2
1,0,291,Satispay,Scooter,140.8,39,12
1,0,571,Cash,Scooter,55.7,19,3
2,1,730,Bancomat,Bike,51.9,20,6
1,0,65,Bancomat,Bike,74.0,24,8
0,4,979,Bancomat,Bike,97.6,37,14
1,0,632,Credit card,Scooter,141.3,41,24
2,1,60,Credit card,Bike,72.8,19,10
2,1,753,Cash,Bike,144.4,33,20
0,4,63,Credit card,Bike,16.4,10,3
4,1,238,Bancomat,Scooter,11.4,8,2
4,1,369,Credit card,Car,23.8,10,3
3,1,242,Credit card,Bike,152.1,49,11
4,1,238,Credit card,Bike,147.2,44,17
0,4,321,Credit card,Car,103.0,29,16
1,0,606,Bancomat,Bike,122.7,36,15
4,1,699,Credit card,Bike,107.0,39,6
0,4,40,Cash,Scooter,187.0,67,32
1,0,388,Credit card,Car,160.6,47,18
4,1,473,Bancomat,Scooter,125.7,35,11
2,1,911,Credit card,Bike,194.7,51,20
0,4,742,Credit card,Bike,177.5,40,23
4,1,395,Credit card,Scooter,66.0,26,8
4,1,468,Bancomat,Bike,129.4,37,19
1,0,400,Satispay,Scooter,183.4,62,26
3,1,396,Credit card,Scooter,140.4,47,17
1,0,978,Bancomat,Scooter,91.6,27,5
1,0,309,Credit card,Scooter,58.8,17,4
0,4,726,Cash,Scooter,74.8,20,13
4,1,975,Bancomat,Bike,156.5,44,26
4,1,274,Bancomat,Scooter,116.4,37,9
3,1,514,Satispay,Scooter,115.0,35,11
3,1,3,Satispay,Bike,31.7,14,2
2,1,442,Credit card,Scooter,60.0,20,11
4,1,701,Credit card,Scooter,83.6,28,7
0,4,717,Cash,Car,135.2,46,14
1,0,365,Credit card,Car,119.4,36,9
4,1,840,Cash,Bike,12.2,7,1
1,0,539,Bancomat,Scooter,95.6,25,6
0,4,450,Credit card,Bike,193.2,48,30
4,1,857,Bancomat,Scooter,128.7,46,21
2,1,30,Credit card,Bike,104.0,29,13
3,1,721,Bancomat,Scooter,65.0,24,5
3,1,472,Satispay,Bike,104.8,27,18
1,0,535,Cash,Car,63.1,18,5
3,1,952,Cash,Bike,47.2,19,6
3,1,374,Credit card,Scooter,11.7,7,2
3,1,528,Satispay,Scooter,79.9,25,4
2,1,670,Bancomat,Bike,110.2,35,19
3,1,69,Bancomat,Scooter,115.9,42,15
1,0,973,Cash,Bike,83.8,24,9
1,0,250,Cash,Scooter,12.3,9,1
0,4,773,Credit card,Bike,22.1,9,3
2,1,474,Bancomat,Bike,157.0,37,24
3,1,53,Bancomat,Scooter,131.3,33,12
4,1,407,Bancomat,Scooter,166.3,53,10
4,1,414,Credit card,Bike,18.1,9,4
3,1,500,Satispay,Scooter,152.5,40,25
0,4,407,Satispay,Bike,127.1,43,10
0,4,554,Bancomat,Bike,131.4,35,20
0,4,327,Credit card,Scooter,162.2,47,22
1,0,210,Satispay,Bike,52.1,19,9
2,1,983,Bancomat,Scooter,125.6,35,12
1,0,62,Satispay,Bike,181.7,45,13
4,1,653,Credit card,Scooter,60.6,22,10
0,4,504,Credit card,Scooter,164.9,42,21
2,1,666,Credit card,Scooter,73.9,25,13
0,4,905,Bancomat,Bike,33.1,12,4
2,1,917,Bancomat,Bike,152.2,47,10
0,4,460,Cash,Car,138.1,37,14
1,0,350,Bancomat,Scooter,189.4,57,32
4,1,236,Bancomat,Scooter,167.1,46,11
0,4,316,Bancomat,Scooter,132.4,43,17
1,0,531,Satispay,Bike,174.2,39,17
1,0,278,Cash,Scooter,128.0,47,11
2,1,465,Cash,Scooter,124.0,46,17
4,1,60,Credit card,Bike,72.9,24,10
1,0,574,Bancomat,Scooter,153.3,46,13
3,1,634,Credit card,Bike,59.3,17,8
2,1,692,Credit card,Scooter,74.5,20,13
3,1,926,Cash,Bike,175.8,59,10
3,1,206,Cash,Bike,193.3,69,26
2,1,637,Cash,Scooter,32.8,15,6
0,4,509,Credit card,Scooter,67.7,19,8
1,0,107,Satispay,Car,160.0,45,20
0,4,433,Satispay,Bike,23.0,9,3
3,1,456,Credit card,Bike,111.4,35,6
2,1,199,Credit card,Scooter,124.0,33,21
4,1,743,Satispay,Bike,43.4,15,5
1,0,40,Credit card,Bike,102.7,34,10
4,1,270,Satispay,Scooter,133.7,43,18
4,1,451,Credit card,Bike,98.9,29,16
2,1,945,Satispay,Bike,184.7,51,12
4,1,635,Credit card,Scooter,145.4,38,9
0,4,652,Credit card,Bike,70.7,28,6
0,4,229,Bancomat,Bike,111.4,31,12
3,1,857,Satispay,Scooter,152.7,53,22
2,1,312,Bancomat,Scooter,148.9,46,16
0,4,775,Satispay,Bike,61.9,22,7
1,0,471,Satispay,Scooter,134.1,47,13
2,1,981,Cash,Bike,143.7,36,22
3,1,674,Cash,Scooter,161.6,57,14
0,4,348,Bancomat,Scooter,154.6,51,14
3,1,963,Cash,Bike,118.1,39,6
4,1,291,Bancomat,Bike,181.3,58,24
2,1,811,Bancomat,Scooter,83.6,26,11
2,1,715,Credit card,Bike,69.9,18,9
3,1,491,Credit card,Scooter,151.7,45,22
0,4,950,Credit card,Bike,95.8,29,5
3,1,328,Credit card,Bike,121.4,29,14
3,1,711,Credit card,Bike,158.6,48,23
2,1,962,Credit card,Car,12.1,8,1
3,1,618,Credit card,Bike,122.6,40,8
0,4,893,Satispay,Bike,194.6,47,14
0,4,541,Bancomat,Scooter,25.5,12,5
4,1,793,Bancomat,Scooter,70.5,20,11
0,4,360,Cash,Bike,161.9,47,13
1,0,610,Bancomat,Scooter,61.1,18,5
3,1,708,Cash,Scooter,73.8,21,10
4,1,221,Credit card,Scooter,93.3,29,10
0,4,896,Cash,Scooter,170.9,58,17
1,0,407,Bancomat,Scooter,182.2,62,30
3,1,873,Credit card,Car,53.3,20,9
1,0,505,Bancomat,Bike,64.9,20,6
0,4,591,Credit card,Bike,85.7,29,13
2,1,897,Cash,Bike,76.7,22,8
1,0,12,Credit card,Car,107.0,34,10
3,1,443,Credit card,Bike,179.8,58,23
2,1,718,Credit card,Scooter,156.6,48,10
3,1,655,Credit card,Scooter,53.1,16,8
2,1,473,Satispay,Bike,69.2,19,5
2,1,735,Credit card,Bike,57.7,21,10
0,4,643,Credit card,Car,93.5,26,10
0,4,868,Cash,Scooter,37.4,12,5
1,0,350,Credit card,Bike,155.7,49,14
4,1,870,Bancomat,Bike,178.6,46,10
0,4,650,Cash,Bike,198.5,44,17
0,4,361,Credit card,Car,55.0,19,10
4,1,773,Cash,Scooter,120.7,39,10
3,1,611,Credit card,Scooter,132.5,46,22
2,1,714,Credit card,Bike,126.2,31,12
4,1,301,Cash,Bike,90.3,24,13
0,4,471,Credit card,Scooter,72.6,22,7
1,0,284,Satispay,Scooter,138.7,43,11
2,1,209,Cash,Bike,102.0,28,6
0,4,199,Bancomat,Bike,150.2,46,26
2,1,663,Credit card,Scooter,157.8,42,26
0,4,857,Bancomat,Car,135.9,45,20
0,4,292,Credit card,Scooter,16.4,8,2
0,4,190,Cash,Scooter,106.0,38,7
0,4,112,Credit card,Car,138.9,32,7
4,1,933,Bancomat,Car,156.8,53,15
1,0,380,Bancomat,Bike,70.4,25,12
4,1,30,Credit card,Scooter,178.2,41,29
1,0,716,Credit card,Bike,54.2,15,5
1,0,796,Bancomat,Bike,111.7,38,7
0,4,909,Bancomat,Scooter,60.6,23,9
1,0,497,Credit card,Bike,166.9,60,11
4,1,464,Credit card,Scooter,178.8,51,28
3,1,665,Credit card,Bike,159.8,44,19
4,1,332,Cash,Bike,49.3,20,8
0,4,694,Cash,Scooter,63.7,26,10
4,1,917,Bancomat,Bike,121.8,33,17
